/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_074447_0000000003_CAM1_COLOR_OK.jpg,4.86,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080143_0000000015_CAM1_COLOR_OK.jpg,1.67,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080146_0000000016_CAM1_COLOR_OK.jpg,1.62,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080148_0000000017_CAM1_COLOR_OK.jpg,1.41,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080152_0000000018_CAM1_COLOR_OK.jpg,1.28,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080155_0000000019_CAM1_COLOR_OK.jpg,2.24,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080200_0000000020_CAM1_COLOR_OK.jpg,3.3,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080202_0000000021_CAM1_COLOR_OK.jpg,1.24,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080204_0000000022_CAM1_COLOR_OK.jpg,1.07,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080206_0000000023_CAM1_COLOR_OK.jpg,2.18,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080208_0000000024_CAM1_COLOR_OK.jpg,0.65,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080210_0000000025_CAM1_COLOR_OK.jpg,1.45,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080212_0000000026_CAM1_COLOR_OK.jpg,1.61,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080214_0000000027_CAM1_COLOR_OK.jpg,1.13,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080216_0000000028_CAM1_COLOR_OK.jpg,2.18,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080219_0000000029_CAM1_COLOR_OK.jpg,1.62,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080221_0000000030_CAM1_COLOR_OK.jpg,1.18,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080225_0000000031_CAM1_COLOR_OK.jpg,2.1,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080227_0000000032_CAM1_COLOR_OK.jpg,1.79,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080229_0000000033_CAM1_COLOR_OK.jpg,1.22,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080231_0000000034_CAM1_COLOR_OK.jpg,1.4,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080233_0000000035_CAM1_COLOR_OK.jpg,1.34,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080235_0000000036_CAM1_COLOR_OK.jpg,4.38,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080238_0000000037_CAM1_COLOR_OK.jpg,3.05,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080241_0000000038_CAM1_COLOR_OK.jpg,0.93,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080243_0000000039_CAM1_COLOR_OK.jpg,1.25,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080246_0000000040_CAM1_COLOR_OK.jpg,2.92,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080248_0000000041_CAM1_COLOR_OK.jpg,1.5,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080250_0000000042_CAM1_COLOR_OK.jpg,1.13,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080252_0000000043_CAM1_COLOR_OK.jpg,2.46,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080255_0000000044_CAM1_COLOR_OK.jpg,1.31,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080257_0000000045_CAM1_COLOR_OK.jpg,1.36,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080259_0000000046_CAM1_COLOR_OK.jpg,1.16,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080302_0000000047_CAM1_COLOR_OK.jpg,3.61,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080305_0000000048_CAM1_COLOR_OK.jpg,4.91,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080309_0000000049_CAM1_COLOR_OK.jpg,1.22,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080312_0000000050_CAM1_COLOR_OK.jpg,2.42,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080314_0000000051_CAM1_COLOR_OK.jpg,1.59,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080316_0000000052_CAM1_COLOR_OK.jpg,0.9,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080319_0000000053_CAM1_COLOR_OK.jpg,0.69,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080321_0000000054_CAM1_COLOR_OK.jpg,1.84,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080323_0000000055_CAM1_COLOR_OK.jpg,1.08,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080324_0000000056_CAM1_COLOR_OK.jpg,1.23,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080326_0000000057_CAM1_COLOR_OK.jpg,1.21,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080328_0000000058_CAM1_COLOR_OK.jpg,0.6,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080331_0000000059_CAM1_COLOR_OK.jpg,0.75,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080333_0000000060_CAM1_COLOR_OK.jpg,1.19,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080336_0000000061_CAM1_COLOR_OK.jpg,0.69,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080337_0000000062_CAM1_COLOR_OK.jpg,0.58,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080339_0000000063_CAM1_COLOR_OK.jpg,1.2,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080341_0000000064_CAM1_COLOR_OK.jpg,2.24,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080343_0000000065_CAM1_COLOR_OK.jpg,0.75,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080345_0000000066_CAM1_COLOR_OK.jpg,2.13,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080347_0000000067_CAM1_COLOR_OK.jpg,1.11,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080349_0000000068_CAM1_COLOR_OK.jpg,1.6,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080351_0000000069_CAM1_COLOR_OK.jpg,0.75,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080353_0000000070_CAM1_COLOR_OK.jpg,0.82,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080355_0000000071_CAM1_COLOR_OK.jpg,1.49,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080357_0000000072_CAM1_COLOR_OK.jpg,1.67,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080359_0000000073_CAM1_COLOR_OK.jpg,2.06,unmove
